accessionYear,artistGender,artistNationality,culture,department,isHighlight,isTimelineWork,objectEndDate,objectID,objectName
1986,"",American,"",Drawings and Prints,false,false,1948,665980,Print
1954,"",Swedish,"",Drawings and Prints,false,false,1840,666118,Print
1954,"",American,"",Drawings and Prints,false,false,1854,666120,Print
1927,"",German,"",Drawings and Prints,false,false,1540,670560,Print
1927,"",German,"",Drawings and Prints,false,false,1517,670576,Print
1969,"",Italian,"",Drawings and Prints,false,false,1741,676144,Print
1998,"",American,"",Drawings and Prints,false,false,1997,666305,Print
2015,"","",China,Asian Art,false,false,1799,666461,Bowl
2015,"","",China,Asian Art,false,false,1799,666817,Incense burner
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,671118,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,669720,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,669843,Kylix fragment
1968,"",British,"",Photographs,false,false,1896,675556,Photograph
2015,"",Japanese,Japanese,Costume Institute,false,false,2010,675720,Ensemble
1963,"",French,"",Drawings and Prints,false,false,1790,675796,Print
2015,"",American,"",Modern and Contemporary Art,false,false,1930,675873,Painting
2014,"","","",Egyptian Art,false,false,-1750,675897,Collar; pectoral element
2021,"","",Wari,The Michael C. Rockefeller Wing,false,false,1100,675980,Tunic
1953,"",British,"",Drawings and Prints,false,false,1788,678081,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,670289,Kylix fragment
1952,"",French,"",Drawings and Prints,false,false,1770,671465,Print
1952,"",French,"",Drawings and Prints,false,false,1770,671504,Print
2014,"",French,"",European Sculpture and Decorative Arts,false,false,1885,671527,Charger
1914,"",British,"",Drawings and Prints,false,false,1797,677822,Print
1953,"",British,"",Drawings and Prints,false,false,1792,677870,Print
1918,"",German,"",Drawings and Prints,false,false,1529,680276,Books Prints Ornament & Architecture
1953,"",British,"",Drawings and Prints,false,false,1776,670733,Print
2015,"",Japanese,Japan,Asian Art,false,false,1843,670891,Hanging scroll
2015,"",Japanese,Japan,Asian Art,false,false,1833,670945,Hanging scroll
1917,"",British,"",Drawings and Prints,false,false,1913,677211,Print
1927,"",German,"",Drawings and Prints,false,false,1844,677223,Print
2005,"",French,"",Photographs,false,false,1860,679986,Photograph
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,676710,Kylix fragments
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,676736,Kylix fragments
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,676802,Kylix fragments
1962,"",French,"",Drawings and Prints,false,false,1858,679496,Print
1963,"",American,"",Drawings and Prints,false,false,1920,679595,Print
1946,"",British and American,"",Photographs,false,false,1879,676226,Photograph
1946,"",British and American,"",Photographs,false,false,1879,676263,Photograph
1946,"",British and American,"",Photographs,false,false,1879,676323,Photograph
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,678526,Kylix fragments
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,678563,Kylix fragments
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,678570,Kylix fragment
1968,"",British,"",Drawings and Prints,false,false,1930,678622,Print
1922,"",French,"",Drawings and Prints,false,false,1857,678710,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,678474,Kylix fragment
2015,"","","",Islamic Art,false,false,1899,681644,Saddle bag
1963,"",American,"",Drawings and Prints,false,false,1940,682711,Print
1924,"",American,"",Drawings and Prints,false,false,1912,680447,Print
1941,"",British,"",Drawings and Prints,false,false,1798,680680,Print
1953,"",British,"",Drawings and Prints,false,false,1783,680699,Print
1920,"",German,"",Drawings and Prints,false,false,1529,680774,Books Prints Ornament & Architecture
1920,"",German,"",Drawings and Prints,false,false,1529,680790,Books Prints Ornament & Architecture
1962,"",French,"",Drawings and Prints,false,false,1900,682970,Print
1918,"",German,"",Drawings and Prints,false,false,1530,680082,Book Prints Ornament & Architecture
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,683607,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,683643,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,683704,Kylix fragment
1963,"",American,"",Drawings and Prints,false,false,1949,684332,Print
1936,"",German,"",Drawings and Prints,false,false,1615,680888,Books Prints Ornament & Architecture
1936,"",German,"",Drawings and Prints,false,false,1615,680937,Books Prints Ornament & Architecture
1936,"",German,"",Drawings and Prints,false,false,1615,680949,Books Prints Ornament & Architecture
1922,"",German,"",Drawings and Prints,false,false,1544,681260,Books Prints Ornament & Architecture
"","",Dutch,"",The Libraries,true,false,1669,681546,""
1970,"","","",Photographs,false,false,1869,685474,Carte-de-visite
1970,"",French,"",Photographs,false,false,1869,685525,Carte-de-visite
2005,"",French,"",Photographs,false,false,1859,677021,Photograph
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,683844,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,683872,Kylix fragments
1923,"",German,"",Drawings and Prints,false,false,1553,684196,Books Prints Ornament & Architecture
1970,"",British,"",Photographs,false,false,1869,686119,Carte-de-visite
1970,"",French,"",Photographs,false,false,1871,686172,Carte-de-visite
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,683374,Kylix fragments
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,683454,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,683498,Kylix fragment
1970,"",Dutch,"",Photographs,false,false,1869,685781,Cabinet card
1970,"",German,"",Photographs,false,false,1868,685796,Carte-de-visite
1970,"",French,"",Photographs,false,false,1869,685934,Carte-de-visite
1970,"",French,"",Photographs,false,false,1869,685978,Carte-de-visite
1970,"",German,"",Photographs,false,false,1875,685995,Carte-de-visite
1970,"",British,"",Photographs,false,false,1869,686025,Carte-de-visite
1930,"",German,"",Drawings and Prints,false,false,1556,683043,Book Prints Ornament & Architecture
1930,"",German,"",Drawings and Prints,false,false,1556,683088,Book Prints Ornament & Architecture
1963,"",American,"",Drawings and Prints,false,false,1949,683195,Print
1924,"",British,"",Drawings and Prints,false,false,1840,685062,Print
1954,"",British,"",Drawings and Prints,false,false,1906,685304,Print
1970,"",German,"",Photographs,false,false,1869,685426,Carte-de-visite
1970,"",British,"",Photographs,false,false,1870,685659,Carte-de-visite
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,687006,Kylix fragment
1953,"",American,"",Drawings and Prints,false,false,1826,687392,Book
1963,"",American,"",Drawings and Prints,false,false,1955,687548,Print
1963,"",American,"",Drawings and Prints,false,false,1935,684449,Print
1923,"",German,"",Drawings and Prints,false,false,1553,684535,Books Prints Ornament & Architecture
1963,"",American,"",Drawings and Prints,false,false,1935,684661,Print
1941,"",Italian,"",Drawings and Prints,false,false,1720,684704,Book Ornament & Architecture
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,686847,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,686885,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,686893,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,686904,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,686910,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,686945,Kylix fragment
1963,"",American,"",Drawings and Prints,false,false,1935,688303,Print
1963,"",American,"",Drawings and Prints,false,false,1953,688365,Print
1941,"",French,"",Drawings and Prints,false,false,1833,688427,Book ; periodical
1963,"","","",Drawings and Prints,false,false,1959,689705,Print
1985,"",French,"",Drawings and Prints,false,false,1958,688675,Print
1957,"",French,"",Drawings and Prints,false,false,1860,688778,Book ; periodical
1963,"","","",Drawings and Prints,false,false,1959,688869,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,689220,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,689244,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,691773,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,691818,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,689425,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,689536,Kylix fragments
1959,"",French,"",Drawings and Prints,false,false,1878,692685,Print
1950,"",German,"",Drawings and Prints,false,false,1700,693061,Print
1952,"",American,"",Drawings and Prints,false,false,1897,693099,Print
1963,"","","",Drawings and Prints,false,false,1910,693111,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,693188,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,693226,Kylix fragment
1938,"",French,"",Drawings and Prints,false,false,1830,691007,Cut paper
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,691649,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,691734,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,693565,Kylix fragment
1963,"",American,"",Drawings and Prints,false,false,1899,687846,Print
1963,"",American,"",Drawings and Prints,false,false,1935,687868,Print
2014,"",American,"",Drawings and Prints,false,false,1988,688022,Portfolio
1959,"",French,"",Drawings and Prints,false,false,1833,688154,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,692044,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,692113,Kylix fragment
1971,"",French,"",Drawings and Prints,false,false,1961,689793,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,693309,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,693333,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,693398,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,693457,Kylix fragment
1951,"",Italian,"",Drawings and Prints,false,false,1657,690503,Print
1963,"",French,"",Drawings and Prints,false,false,1903,694151,Print
1952,"",American,"",Drawings and Prints,false,false,1894,694170,Print
1928,"","",European or Middle Eastern,Medieval Art,false,false,1275,694236,Fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,691904,Kylix fragment
1972,"",American,"",Drawings and Prints,false,false,1921,695134,Photograph
1928,"","",European or Middle Eastern,Medieval Art,false,false,1275,695159,Fragment
1928,"","",European or Middle Eastern,Medieval Art,false,false,1275,695309,Fragment
1951,"",Italian,"",Drawings and Prints,false,false,1680,695501,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,695641,Kylix fragment
1928,"","",European or Middle Eastern,Medieval Art,false,false,1275,696625,Fragment
2015,"","","",Photographs,false,false,1940,692514,Photographs
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,696160,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,696188,Kylix fragment
1963,"",American,"",Drawings and Prints,false,false,1954,696230,Print baseball card
1949,"",Belgian,"",Drawings and Prints,false,false,1866,696296,Print
1917,"",French,"",Drawings and Prints,false,false,1661,696372,Print
2015,"","","",Photographs,false,false,1869,696406,Carte-de-visite
2015,"",American,"",Photographs,false,false,1869,696522,Carte-de-visite
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,695664,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,695842,Kylix fragments
1963,"",American,"",Drawings and Prints,false,false,1912,697188,Print baseball card
2016,"",Irish,"",Drawings and Prints,false,false,1790,697203,Print
2015,"","","",Photographs,false,false,1909,697646,Photograph
2015,"","Italian, born Germany","",Photographs,false,false,1902,697675,Photograph
2015,"",French,"",Drawings and Prints,false,false,1665,697703,Drawing
1963,"","","",Drawings and Prints,false,false,1910,693681,Print
1963,"","","",Drawings and Prints,false,false,1910,693729,Print
2021,"","","",Egyptian Art,false,false,-116,693750,"Octodrachm, Arsinoe II"
1963,"",American,"",Drawings and Prints,false,false,1913,693915,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,696096,Kylix fragment
1963,"","","",Drawings and Prints,false,false,1935,696725,Textile painting
1959,"",Swiss,"",Drawings and Prints,false,false,1865,696850,Print
1963,"",Swiss,"",Drawings and Prints,false,false,1865,696852,Print
1959,"",French,"",Drawings and Prints,false,false,1499,700359,Print
2015,"",French,"",Photographs,false,false,1878,698190,Photograph
1993,"","",Conte or Coclé (Macaracas),The Michael C. Rockefeller Wing,false,false,800,698318,Plate
1980,"","","",Drawings and Prints,false,false,1829,701023,Valentine
2015,"","","",Photographs,false,false,1960,701063,Photograph
1960,"","","",Drawings and Prints,false,false,1889,701363,Print
1928,"","",European or Middle Eastern,Medieval Art,false,false,1275,694395,Fragment
2015,"",First Nations,"",Drawings and Prints,false,false,1974,694509,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,699299,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,699307,Kylix fragment
2016,"",Japanese,"",Photographs,false,false,1972,702907,Photograph; Photomontage
1921,"",Italian,"",Drawings and Prints,false,false,1675,698450,Book
1962,"",French,"",Drawings and Prints,false,false,1824,698510,Print
2015,"","","",Islamic Art,false,false,1799,698590,Textile fragments
1960,"",Netherlandish,"",Drawings and Prints,false,false,1623,702017,"Print, Fete, Ornament & Architecture"
1963,"",American,"",Drawings and Prints,false,false,1913,695085,Print
1952,"",American,"",Drawings and Prints,false,false,1905,695107,Book
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,698872,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,699086,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,699093,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,703394,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,703542,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,703547,Kylix fragment
2015,"",French,"",Drawings and Prints,false,false,1895,705155,Drawing
1917,"",British,"",Drawings and Prints,false,false,1877,705244,Print
1917,"",British,"",Drawings and Prints,false,false,1864,702951,Print
1949,"",Netherlandish,"",Drawings and Prints,false,false,1582,705855,Print
2016,"","British, Scottish","",European Sculpture and Decorative Arts,false,false,1901,706069,Jug
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,703890,"Kylix fragment, eye-cup"
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,704023,Kylix fragment
1917,"","British, Scottish","",Drawings and Prints,false,false,1890,706495,Print
2005,"",French,"",Photographs,false,false,1863,706620,Photograph; Carte-de-visite
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,699368,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,703632,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,703689,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,703696,Kylix fragment
1942,"",British,"",Drawings and Prints,false,false,1852,707745,Print
1986,"",German,"",Drawings and Prints,false,false,1813,704841,Book
2005,"",French,"",Photographs,false,false,1862,704906,Photograph; Carte-de-visite
2005,"",French,"",Photographs,false,false,1862,704937,Photograph; Carte-de-visite
1917,"","British, Scottish","",Drawings and Prints,false,false,1892,707254,Print
1953,"",Netherlandish,"",Drawings and Prints,false,false,1576,705461,Print
1952,"",American,"",Drawings and Prints,false,false,1878,709241,Book
1952,"",American,"",Drawings and Prints,false,false,1880,709251,Book
1992,"",American,"",Drawings and Prints,false,false,1952,709307,""
1963,"","","",Drawings and Prints,false,false,1892,709355,Photograph
1963,"","","",Drawings and Prints,false,false,1892,709365,Photograph
1963,"","","",Drawings and Prints,false,false,1892,708929,Photograph
2005,"",French,"",Photographs,false,false,1872,709117,Album
1953,"",Netherlandish,"",Drawings and Prints,false,false,1625,711497,Print
1953,"",German,"",Drawings and Prints,false,false,1613,711666,"Print, Fete, Ornament & Architecture"
1917,"","British, Scottish","",Drawings and Prints,false,false,1896,707906,Print
1951,"",Dutch,"",Drawings and Prints,false,false,1739,708473,Print
1951,"",Dutch,"",Drawings and Prints,false,false,1738,708493,Print
1963,"",American,"",Drawings and Prints,false,false,1888,711953,Print
1959,"",French,"",Drawings and Prints,false,false,1730,712203,Print
1963,"",French,"",Drawings and Prints,false,false,1805,706379,Album Drawings Prints Ornament & Architecture
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,709687,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,709739,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,709745,Kylix fragment
2015,"",American,"",Drawings and Prints,false,false,2015,712633,Print
1963,"","","",Drawings and Prints,false,false,1889,712805,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,710017,Kylix fragment
1963,"","","",Drawings and Prints,false,false,1890,710153,Photograph
1952,"",American,"",Drawings and Prints,false,false,1882,710374,Book
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,709772,Kylix fragments
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,709784,Kylix fragment
1930,"",Mexican,"",Drawings and Prints,false,false,1928,713369,Print
1953,"",French,"",Drawings and Prints,false,false,1793,713384,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,713418,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,713497,Kylix fragment
"","",American,"",Drawings and Prints,false,false,1966,710498,Print
2005,"",French?,"",Photographs,false,false,1879,710892,Photograph
1949,"",French,"",Drawings and Prints,false,false,1900,711339,Drawing Ornament & Architecture
1917,"","British, Scottish","",Drawings and Prints,false,false,1912,711355,Print
1963,"","","",Drawings and Prints,false,false,1889,712951,Photograph
1963,"","","",Drawings and Prints,false,false,1889,712953,Photograph
1930,"",Mexican,"",Drawings and Prints,false,false,1923,713186,Print
1953,"","","",Drawings and Prints,false,false,1930,715697,Album Drawing Ornament & Architecture
1946,"",Mexican,"",Drawings and Prints,false,false,1945,715793,Print
1945,"",French,"",Drawings and Prints,false,false,1773,715874,Print
1963,"","","",Drawings and Prints,false,false,1889,715906,Photograph
2016,"",French,"",Modern and Contemporary Art,false,false,1954,715947,Chair
2014,"",Russian,"",Drawings and Prints,false,false,2012,715988,Portfolio
1960,"",French,"",Drawings and Prints,false,false,1943,716153,Print
1937,"",French,"",Drawings and Prints,false,false,1783,712236,Book; Print; Ornament & Architecture
1960,"",French,"",Drawings and Prints,false,false,1927,712325,Print
2016,"",Italian,"",European Paintings,false,false,1646,712539,Painting
2016,"",American,"",Drawings and Prints,false,false,1895,712542,Print; ephemera
1953,"","","",Drawings and Prints,false,false,1930,715160,Album; Drawing; Ornament & Architecture
1931,"",Mexican,"",Drawings and Prints,false,false,1931,715190,Print
1963,"","","",Drawings and Prints,false,false,1889,715278,Print
1963,"","","",Drawings and Prints,false,false,1889,715298,Photograph
1963,"","","",Drawings and Prints,false,false,1889,715311,Photograph
1953,"",Netherlandish,"",Drawings and Prints,false,false,1625,715381,Print
1929,"",Mexican,"",Drawings and Prints,false,false,1929,715410,Print
2020,"","",American,The American Wing,false,false,1955,715533,Covered Bowl
1965,"",American,"",Drawings and Prints,false,false,1964,711848,"Print, book"
1965,"",American,"",Drawings and Prints,false,false,1964,711855,"Print, book"
1965,"",American,"",Drawings and Prints,false,false,1964,711860,"Print, book"
1963,"",American,"",Drawings and Prints,false,false,1888,711888,Print
1963,"","","",Drawings and Prints,false,false,1889,714392,Photograph
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,713713,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,713827,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,713843,Kylix fragment
1959,"",French,"",Drawings and Prints,false,false,1905,716294,Drawing Print Ornament and Architecture
1953,"",Flemish,"",Drawings and Prints,false,false,1624,716495,Print
1963,"","","",Drawings and Prints,false,false,1889,716501,Photograph
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,714012,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-450,714047,Kylix fragment
1946,"","","",Drawings and Prints,false,false,1900,717134,Print
1963,"",American,"",Drawings and Prints,false,false,1889,717380,Print
2019,Female,American,American,The American Wing,false,false,1915,718139,Vase
1922,"",British,"",Drawings and Prints,false,false,1813,718157,Print
1953,"",Netherlandish,"",Drawings and Prints,false,false,1609,718301,Print
1984,"",German,"",Drawings and Prints,false,false,1567,718402,Collection Ornament & Architecture
1984,"",German,"",Drawings and Prints,false,false,1567,718408,Collection Ornament & Architecture
2016,"",American,"",Drawings and Prints,false,false,1979,718464,"Baseball card, print"
2016,"",American,"",Drawings and Prints,false,false,1981,718475,"Baseball card, print"
2016,"",American,"",Drawings and Prints,false,false,1978,718483,"Baseball card, print"
1963,"","","",Drawings and Prints,false,false,1889,716760,Photograph
1963,"","","",Drawings and Prints,false,false,1889,716783,Photograph
1994,"",American,"",Photographs,false,false,1935,719371,Negative
2016,"",American,"",Drawings and Prints,false,false,1978,719554,"Baseball card, print"
1963,"",American,"",Drawings and Prints,false,false,1889,719619,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-400,718666,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-400,718766,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-400,718863,Kylix fragment
1953,"","","",Drawings and Prints,false,false,1930,715658,Album; Drawing; Ornament & Architecture
1963,"","","",Drawings and Prints,false,false,1888,715691,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-400,718919,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-400,719001,Kylix fragments
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721637,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721665,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721677,Kylix fragment
1963,"",American,"",Drawings and Prints,false,false,1889,717407,Print
1959,"",French,"",Drawings and Prints,false,false,1799,720537,Print
1959,"",French,"",Drawings and Prints,false,false,1844,724705,Print
1953,"",Netherlandish,"",Drawings and Prints,false,false,1617,717685,Print
1953,"",Flemish,"",Drawings and Prints,false,false,1600,717691,Print
1963,"",American,"",Drawings and Prints,false,false,1889,717826,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721359,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721396,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721397,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721467,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721481,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721488,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721518,Kylix fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721544,Kylix fragment
1963,"",American,"",Drawings and Prints,false,false,1888,719822,Photograph
2016,"","",India,Asian Art,false,false,1895,722753,Print
1963,"",American,"",Drawings and Prints,false,false,1888,722916,Print
1963,"",American,"",Drawings and Prints,false,false,1888,724653,Print
1926,"",British,"",Drawings and Prints,false,false,1834,720827,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721294,Kylix fragment
1963,"",American,"",Drawings and Prints,false,false,1888,725412,Print
1963,"",American,"",Drawings and Prints,false,false,1888,725485,Print
1923,"",French,"",Drawings and Prints,false,false,1566,725924,"Print
Ornament & Architecture"
1961,"","","",European Sculpture and Decorative Arts,false,false,1805,725992,Miniature coffeepot
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,721919,Kylix fragment
1981,"",American,"",Drawings and Prints,false,false,1955,722043,Drawing Ornament & Architecture
1981,"",American,"",Drawings and Prints,false,false,1955,722051,Drawing Ornament & Architecture
2014,"",Central European,"",Drawings and Prints,false,false,1756,726394,Album Print Ornament & Architecture
2016,"",American,"",Drawings and Prints,false,false,1978,726435,"Baseball card, print"
1958,"",Spanish,"",Drawings and Prints,false,false,1850,724923,Print
1949,"",Netherlandish,"",Drawings and Prints,false,false,1629,724982,Print
1962,"","Canadian, born Japan","",Drawings and Prints,false,false,1936,725003,Print
1962,"","Canadian, born Japan","",Drawings and Prints,false,false,1937,725037,Print
1963,"",American,"",Drawings and Prints,false,false,1888,725111,Print
1963,"",American,"",Drawings and Prints,false,false,1888,725119,Print
1963,"",American,"",Drawings and Prints,false,false,1888,725186,Print
1923,"",French,"",Drawings and Prints,false,false,1585,727416,"Print
Ornament & Architecture"
1963,"",American,"",Drawings and Prints,false,false,1889,727727,Print
2005,"","British, Scottish","",Photographs,false,false,1865,728363,Photograph
1947,"",French,"",Drawings and Prints,false,false,1545,728396,"Prints 
Ornament & Architecture"
1923,"",American,"",Drawings and Prints,false,false,1898,728409,Drawing
2005,"",American,"",Photographs,false,false,1880,732792,Photograph
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-400,728746,Stamnos fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-400,728767,Stamnos fragment
2016,"","","",Modern and Contemporary Art,false,false,1959,732269,Spoon
1924,"",American,"",Drawings and Prints,false,false,1783,732324,Print
1974,"",American,"",Photographs,false,false,1972,729473,Photograph
1972,"",American,"",Drawings and Prints,false,false,1918,729591,"Print, poster"
1963,"",American,"",Drawings and Prints,false,false,1887,729743,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-400,728665,Stamnos fragment
1994,"","","",Photographs,false,false,1939,730762,Postcard
1994,"","","",Photographs,false,false,1910,730771,Postcard
1923,"",American,"",Drawings and Prints,false,false,1890,732127,Drawing
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-400,729031,Column-krater fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-400,729156,Column-krater fragments
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,733371,Oinochoe fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,733414,Oinochoe fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,733420,Oinochoai fragments
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,733423,Oinochoe fragment?
1928,"",French,"",Drawings and Prints,false,false,1549,732639,"Print
Ornament & Architecture
Book"
2016,Female,American,"",Drawings and Prints,false,false,2016,732687,Print
2005,"",American,"",Photographs,false,false,1880,732753,Photograph
2005,"",American,"",Photographs,false,false,1880,732775,Photograph
2019,"",Japanese,Japan,Asian Art,false,false,1953,735210,Basket
2016,Female,American,"",Drawings and Prints,false,false,2016,735373,Print
2014,"","","",Drawings and Prints,false,false,1625,735512,Album Drawing Ornament & Architecture
1913,"",American,"",Drawings and Prints,false,false,1866,733044,Print
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,733143,Calyx-krater fragment
2011,"","","Greek, Attic",Greek and Roman Art,false,false,-300,733203,Calyx-krater fragment
1956,"",British,"",Drawings and Prints,false,false,1785,736530,Print
1959,"",British,"",Drawings and Prints,false,false,1785,736544,Print
2014,"",Irish,"",Drawings and Prints,false,false,1838,736614,Print
2016,"",American,"",Drawings and Prints,false,false,2014,736642,Print ; Periodical
1946,"",Mexican,"",Drawings and Prints,false,false,1918,736684,Print
2014,"",British,"",Drawings and Prints,false,false,1845,736692,Print
1946,"",Mexican,"",Drawings and Prints,false,false,1943,736712,Print
1930,"",Mexican,"",Drawings and Prints,false,false,1885,734679,Print
1930,"",Mexican,"",Drawings and Prints,false,false,1885,734875,Print
1981,"",American,"",Photographs,false,false,1869,734901,Stereograph
1930,"",French,"",Drawings and Prints,false,false,1935,734919,Print
1930,"",French,"",Drawings and Prints,false,false,1935,734950,Print
1939,"",French,"",Drawings and Prints,false,false,1549,734193,"Book
Print
Ornament & Architecture"
